organization,observation_type,observation_category,rows,positives,positive_rate,min_time,max_time
"ТОО ""Весенний Букет""",good_practice,Прочее,3,3,1.0,2025-11-28 15:10:00,2026-01-16 01:04:00
"ТОО ""Весенний Букет""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,3,3,1.0,2025-05-27 20:30:00,2025-09-06 14:40:00
"ТОО ""Весенний Букет""",good_practice,"Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска",2,2,1.0,2025-05-26 03:10:00,2025-05-26 19:27:00
"ТОО ""Весенний Букет""",good_practice,Наряд-допуск / Оценка риска,2,2,1.0,2025-10-07 16:15:00,2026-01-10 16:41:00
"ТОО ""Весенний Букет""",other,Рабочее место / Эргономика,2,2,1.0,2025-06-23 16:10:00,2025-07-28 14:59:00
"ТОО ""Весенний Букет""",unsafe_condition,Трубопроводы / Подземные коммуникации,2,2,1.0,2025-06-26 15:26:00,2025-11-25 20:02:00
"ТОО ""Весенний Букет""",danger_factor,Опасные вещества/сероводород,1,1,1.0,2025-08-31 20:22:00,2025-08-31 20:22:00
"ТОО ""Весенний Букет""",danger_factor,Опасные природные явления / Погодные условия,1,1,1.0,2025-12-10 14:00:00,2025-12-10 14:00:00
"ТОО ""Весенний Букет""",danger_factor,Работы на высоте / Строительные леса,1,1,1.0,2025-08-29 15:20:00,2025-08-29 15:20:00
"ТОО ""Весенний Букет""",danger_factor,Целостность объекта / Оборудования,1,1,1.0,2025-11-21 16:00:00,2025-11-21 16:00:00
"ТОО ""Весенний Букет""",danger_factor,"Целостность объекта / Оборудования, Падающие предметы",1,1,1.0,2025-10-15 14:00:00,2025-10-15 14:00:00
"ТОО ""Весенний Букет""",good_practice,"Наряд-допуск / Оценка риска, Целостность объекта / Оборудования",1,1,1.0,2025-10-01 19:47:00,2025-10-01 19:47:00
"ТОО ""Весенний Букет""",good_practice,"Поддержание чистоты и порядка, Вождение",1,1,1.0,2025-10-02 20:33:00,2025-10-02 20:33:00
"ТОО ""Весенний Букет""",good_practice,"Поддержание чистоты и порядка, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности",1,1,1.0,2025-12-08 14:30:00,2025-12-08 14:30:00
"ТОО ""Весенний Букет""",good_practice,"Поддержание чистоты и порядка, Наряд-допуск / Оценка риска",1,1,1.0,2025-11-23 11:49:00,2025-11-23 11:49:00
"ТОО ""Весенний Букет""",good_practice,Санитарно-бытовые помещения,1,1,1.0,2025-07-29 16:35:00,2025-07-29 16:35:00
"ТОО ""Весенний Букет""",good_practice,"Трубопроводы / Подземные коммуникации, Вождение",1,1,1.0,2025-10-08 11:38:00,2025-10-08 11:38:00
"ТОО ""Весенний Букет""",good_practice,"Целостность объекта / Оборудования, Наряд-допуск / Оценка риска",1,1,1.0,2025-07-02 19:14:00,2025-07-02 19:14:00
"ТОО ""Весенний Букет""",other,"Выполнение требований инструкций, Целостность объекта / Оборудования",1,1,1.0,2025-07-20 15:07:00,2025-07-20 15:07:00
"ТОО ""Весенний Букет""",other,Поддержание чистоты и порядка,1,1,1.0,2026-01-22 19:18:00,2026-01-22 19:18:00
"ТОО ""Весенний Букет""",other,"Работы на высоте / Строительные леса, СИЗ / Средства по обеспечению безопасности",1,1,1.0,2025-10-06 19:37:00,2025-10-06 19:37:00
"ТОО ""Весенний Букет""",other,"СИЗ / Средства по обеспечению безопасности, Земляные работы, Трубопроводы / Подземные коммуникации",1,1,1.0,2025-11-19 20:40:00,2025-11-19 20:40:00
"ТОО ""Весенний Букет""",other,Целостность объекта / Оборудования,1,1,1.0,2025-10-10 21:49:00,2025-10-10 21:49:00
"ТОО ""Весенний Букет""",unsafe_action,"Вождение, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности",1,1,1.0,2025-11-26 13:10:00,2025-11-26 13:10:00
"ТОО ""Весенний Букет""",unsafe_action,"Выполнение требований инструкций, Сварка / Шлифовка / Отжиг, СИЗ / Средства по обеспечению безопасности",1,1,1.0,2025-10-15 15:05:00,2025-10-15 15:05:00
"ТОО ""Весенний Букет""",unsafe_action,"Знаки безопасности / Предупредительные таблички, Вывешивание плакатов",1,1,1.0,2025-11-24 20:10:00,2025-11-24 20:10:00
"ТОО ""Весенний Букет""",unsafe_action,Охрана окружающей среды,1,1,1.0,2025-09-02 23:00:00,2025-09-02 23:00:00
"ТОО ""Весенний Букет""",unsafe_action,Проскальзывание / Спотыкание / Падение,1,1,1.0,2025-12-01 15:07:00,2025-12-01 15:07:00
"ТОО ""Весенний Букет""",unsafe_action,"Проскальзывание / Спотыкание / Падение, Выполнение требований инструкций",1,1,1.0,2025-07-09 14:23:00,2025-07-09 14:23:00
"ТОО ""Весенний Букет""",unsafe_action,"Проскальзывание / Спотыкание / Падение, Опасные природные явления / Погодные условия",1,1,1.0,2026-01-26 14:20:00,2026-01-26 14:20:00
"ТОО ""Весенний Букет""",unsafe_action,Прочее,1,1,1.0,2026-02-10 20:40:00,2026-02-10 20:40:00
"ТОО ""Весенний Букет""",unsafe_action,"Работы в замкнутом пространстве, Выполнение требований инструкций, СИЗ / Средства по обеспечению безопасности",1,1,1.0,2026-01-14 19:00:00,2026-01-14 19:00:00
"ТОО ""Весенний Букет""",unsafe_action,"Работы на высоте / Строительные леса, СИЗ / Средства по обеспечению безопасности",1,1,1.0,2025-08-16 20:48:00,2025-08-16 20:48:00
"ТОО ""Весенний Букет""",unsafe_action,"СИЗ / Средства по обеспечению безопасности, Выполнение требований инструкций",1,1,1.0,2025-12-12 13:50:00,2025-12-12 13:50:00
"ТОО ""Весенний Букет""",unsafe_action,"СИЗ / Средства по обеспечению безопасности, Наряд-допуск / Оценка риска",1,1,1.0,2025-12-02 13:40:00,2025-12-02 13:40:00
"ТОО ""Весенний Букет""",unsafe_action,Электрооборудование,1,1,1.0,2026-01-26 18:10:00,2026-01-26 18:10:00
"ТОО ""Весенний Букет""",unsafe_behavior,Взрыво- и пожароопасность,1,1,1.0,2026-01-28 15:20:00,2026-01-28 15:20:00
"ТОО ""Весенний Букет""",unsafe_behavior,Испытание под давлением,1,1,1.0,2025-10-08 17:35:00,2025-10-08 17:35:00
"ТОО ""Весенний Букет""",unsafe_behavior,"Поддержание чистоты и порядка, Машины и оборудование",1,1,1.0,2025-08-26 15:16:00,2025-08-26 15:16:00
"ТОО ""Весенний Букет""",unsafe_behavior,Прочее,1,1,1.0,2025-08-18 13:52:00,2025-08-18 13:52:00
"ТОО ""Весенний Букет""",unsafe_behavior,"Работы в замкнутом пространстве, Выполнение требований инструкций, Наряд-допуск / Оценка риска",1,1,1.0,2025-12-09 14:40:00,2025-12-09 14:40:00
"ТОО ""Весенний Букет""",unsafe_behavior,Работы на высоте / Строительные леса,1,1,1.0,2025-11-24 13:37:00,2025-11-24 13:37:00
"ТОО ""Весенний Букет""",unsafe_behavior,Рабочее место / Эргономика,1,1,1.0,2025-06-28 15:33:00,2025-06-28 15:33:00
"ТОО ""Весенний Букет""",unsafe_behavior,Электрооборудование,1,1,1.0,2025-07-28 22:02:00,2025-07-28 22:02:00
"ТОО ""Весенний Букет""",unsafe_condition,Аварийное реагирование / Готовность к ЧС,1,1,1.0,2025-12-13 15:35:00,2025-12-13 15:35:00
"ТОО ""Весенний Букет""",unsafe_condition,Вождение,1,1,1.0,2025-05-26 14:42:00,2025-05-26 14:42:00
"ТОО ""Весенний Букет""",unsafe_condition,Знаки безопасности / Предупредительные таблички,1,1,1.0,2025-11-29 20:51:00,2025-11-29 20:51:00
"ТОО ""Весенний Букет""",unsafe_condition,Испытание под давлением,1,1,1.0,2025-08-20 16:00:00,2025-08-20 16:00:00
"ТОО ""Весенний Букет""",unsafe_condition,"Поддержание чистоты и порядка, Охрана окружающей среды",1,1,1.0,2026-02-08 15:20:00,2026-02-08 15:20:00
"ТОО ""Весенний Букет""",unsafe_condition,"Проскальзывание / Спотыкание / Падение, Опасные природные явления / Погодные условия",1,1,1.0,2026-02-11 15:40:00,2026-02-11 15:40:00
"ТОО ""Весенний Букет""",unsafe_condition,"Работы в замкнутом пространстве, Выполнение требований инструкций",1,1,1.0,2025-08-11 13:30:00,2025-08-11 13:30:00
"ТОО ""Весенний Букет""",unsafe_condition,"Целостность объекта / Оборудования, Выполнение требований инструкций",1,1,1.0,2025-05-22 15:30:00,2025-05-22 15:30:00
"ТОО ""Весенний Букет""",unsafe_condition,"Целостность объекта / Оборудования, Переносное оборудование / Ручные инструменты, Электрооборудование",1,1,1.0,2025-12-11 16:15:00,2025-12-11 16:15:00
"ТОО ""Весенний Букет""",unsafe_condition,"Электрооборудование, Рабочее место / Эргономика",1,1,1.0,2025-05-15 16:01:00,2025-05-15 16:01:00
"ТОО ""Весенний Букет""",unsafe_condition,Падающие предметы,4,3,0.75,2025-07-31 15:00:00,2026-01-09 18:40:00
"ТОО ""Весенний Букет""",good_practice,Выполнение требований инструкций,3,2,0.6666666666666666,2025-04-08 14:01:00,2025-08-22 14:37:00
"ТОО ""Весенний Букет""",unsafe_behavior,Поддержание чистоты и порядка,3,2,0.6666666666666666,2025-07-28 13:34:00,2025-09-25 19:20:00
"ТОО ""Весенний Букет""",unsafe_action,Машины и оборудование,5,3,0.6,2025-04-11 15:38:00,2025-07-20 06:02:00
"ТОО ""Весенний Букет""",unsafe_condition,Проскальзывание / Спотыкание / Падение,5,3,0.6,2024-10-24 17:18:00,2025-12-18 15:15:00
"ТОО ""Весенний Букет""",unsafe_condition,Электрооборудование,6,3,0.5,2025-06-04 19:09:00,2026-02-04 00:41:00
"ТОО ""Весенний Букет""",good_practice,Монтажные и грузоподъемные работы,4,2,0.5,2025-05-10 15:12:00,2026-01-20 13:00:00
"ТОО ""Весенний Букет""",unsafe_action,СИЗ / Средства по обеспечению безопасности,4,2,0.5,2025-06-05 21:38:00,2025-12-06 16:30:00
"ТОО ""Весенний Букет""",good_practice,Вывешивание плакатов,2,1,0.5,2025-08-10 14:27:00,2025-09-15 15:20:00
"ТОО ""Весенний Букет""",good_practice,Знаки безопасности / Предупредительные таблички,2,1,0.5,2025-04-15 15:00:00,2025-12-11 17:05:00
"ТОО ""Весенний Букет""",good_practice,Поддержание чистоты и порядка,2,1,0.5,2025-06-05 18:35:00,2025-07-15 21:00:00
"ТОО ""Весенний Букет""",unsafe_action,Вождение,2,1,0.5,2025-10-01 13:15:00,2025-11-29 00:45:00
"ТОО ""Весенний Букет""",unsafe_action,Знаки безопасности / Предупредительные таблички,2,1,0.5,2025-07-21 17:49:00,2025-10-29 20:07:00
"ТОО ""Весенний Букет""",unsafe_behavior,Выполнение требований инструкций,2,1,0.5,2025-10-13 14:20:00,2025-10-30 19:52:00
"ТОО ""Весенний Букет""",unsafe_condition,Машины и оборудование,2,1,0.5,2025-03-06 15:10:00,2025-11-28 15:30:00
"ТОО ""Весенний Букет""",unsafe_condition,"Охрана окружающей среды, Поддержание чистоты и порядка",2,1,0.5,2025-04-19 16:15:00,2025-07-14 21:50:00
"ТОО ""Весенний Букет""",unsafe_condition,Рабочее место / Эргономика,2,1,0.5,2025-06-04 15:25:00,2025-11-21 21:04:00
"ТОО ""Весенний Букет""",unsafe_condition,"Целостность объекта / Оборудования, Падающие предметы",2,1,0.5,2024-09-16 22:53:00,2025-07-25 21:28:00
"ТОО ""Весенний Букет""",danger_factor,Электрооборудование,3,1,0.3333333333333333,2025-03-20 16:00:00,2025-08-14 15:40:00
"ТОО ""Имперская Орхидея""",unsafe_action,СИЗ / Средства по обеспечению безопасности,10,0,0.0,2025-04-09 21:40:00,2026-02-20 16:00:00
"ТОО ""Пурпурный Ирис""",unsafe_action,СИЗ / Средства по обеспечению безопасности,10,0,0.0,2025-05-30 15:30:00,2026-02-19 21:00:00
"ТОО ""Алая Гвоздика""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,9,0,0.0,2025-05-06 20:33:00,2026-01-20 22:31:00
"ТОО ""Грация Гортензии""",unsafe_condition,Рабочее место / Эргономика,9,0,0.0,2024-02-07 14:25:00,2025-11-24 19:00:00
"ТОО ""Голубая Гортензия""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,8,0,0.0,2025-07-18 16:00:00,2025-11-20 20:05:00
"ТОО ""Дикая Ромашка""",unsafe_action,СИЗ / Средства по обеспечению безопасности,8,0,0.0,2025-05-06 20:00:00,2026-02-20 21:30:00
"ТОО ""Звёздный Амариллис""",unsafe_condition,Электрооборудование,8,0,0.0,2025-01-20 16:46:00,2025-12-13 15:10:00
"ТОО ""Золотая Лилия""",unsafe_action,СИЗ / Средства по обеспечению безопасности,8,0,0.0,2025-04-24 17:08:00,2025-09-12 15:15:00
"ТОО ""Лунная Орхидея""",unsafe_action,СИЗ / Средства по обеспечению безопасности,8,0,0.0,2025-07-16 14:00:00,2025-12-17 20:25:00
"ТОО ""Огненная Георгина""",unsafe_action,СИЗ / Средства по обеспечению безопасности,8,0,0.0,2025-07-05 22:00:00,2026-02-04 20:49:00
"ТОО ""Полевая Незабудка""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,8,0,0.0,2025-09-25 15:30:00,2026-02-16 20:30:00
"ТОО ""Рассветная Лаванда""",unsafe_condition,Электрооборудование,8,0,0.0,2025-05-10 14:00:00,2026-02-17 15:00:00
"ТОО ""Садовый Гиацинт""",unsafe_condition,Проскальзывание / Спотыкание / Падение,8,0,0.0,2024-02-14 23:46:00,2026-01-29 19:57:00
"ТОО ""Сакура Плюс""",unsafe_action,СИЗ / Средства по обеспечению безопасности,8,0,0.0,2025-05-20 16:05:00,2025-12-13 20:20:00
"ТОО ""Сафлоровый Рассвет""",unsafe_action,СИЗ / Средства по обеспечению безопасности,8,0,0.0,2025-06-07 13:30:00,2026-01-20 16:00:00
"ТОО ""Сияющая Примула""",unsafe_condition,Проскальзывание / Спотыкание / Падение,8,0,0.0,2024-05-20 20:10:00,2026-02-11 14:18:00
"ТОО ""Флора Капитал""",unsafe_condition,Проскальзывание / Спотыкание / Падение,8,0,0.0,2024-07-29 17:08:00,2026-01-12 15:30:00
"ТОО ""Цветочный Бриз""",unsafe_condition,Проскальзывание / Спотыкание / Падение,8,0,0.0,2024-03-12 22:52:00,2026-02-18 20:02:00
"ТОО ""Шёлковый Пион""",unsafe_condition,Проскальзывание / Спотыкание / Падение,8,0,0.0,2024-09-11 16:45:00,2026-02-16 14:32:00
"ТОО ""Ясный Василёк""",unsafe_condition,Проскальзывание / Спотыкание / Падение,8,0,0.0,2024-06-17 20:59:00,2025-12-17 15:00:00
"ТОО ""Алый Тюльпан""",unsafe_condition,Рабочее место / Эргономика,7,0,0.0,2024-04-12 15:11:00,2025-11-21 21:09:00
"ТОО ""Бархатный Тюльпан""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-06-21 15:00:00,2026-02-19 17:21:00
"ТОО ""Белая Роза""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-05-27 21:00:00,2025-12-17 16:10:00
"ТОО ""Белая Роза""",unsafe_condition,Рабочее место / Эргономика,7,0,0.0,2024-03-03 22:39:00,2025-12-02 15:00:00
"ТОО ""Весенний Крокус""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-06-23 20:00:00,2025-11-07 20:41:00
"ТОО ""Грация Гортензии""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-05-16 16:50:00,2026-02-18 15:30:00
"ТОО ""Лавандовый Рассвет""",unsafe_condition,Рабочее место / Эргономика,7,0,0.0,2024-12-12 16:45:00,2026-01-11 15:31:00
"ТОО ""Лепесток Удачи""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-06-24 16:15:00,2026-02-18 16:00:00
"ТОО ""Лесной Ландыш""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-05-27 16:10:00,2026-02-23 15:55:00
"ТОО ""Лесной Ландыш""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-04-03 15:30:00,2025-12-22 14:30:00
"ТОО ""Ночная Лаванда""",unsafe_condition,Проскальзывание / Спотыкание / Падение,7,0,0.0,2024-09-18 22:29:00,2025-10-17 19:46:00
"ТОО ""Пудровая Роза""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-01-09 20:13:00,2025-10-30 16:00:00
"ТОО ""Серебряный Лотос""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-02-07 15:24:00,2026-02-05 15:30:00
"ТОО ""Сияющая Примула""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-07-07 20:05:00,2026-02-20 16:00:00
"ТОО ""Степной Шалфей""",unsafe_condition,Электрооборудование,7,0,0.0,2024-07-08 14:30:00,2025-10-15 14:15:00
"ТОО ""Тайный Бутон""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-06-24 20:30:00,2026-01-18 14:00:00
"ТОО ""Тихая Камелия""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-04-07 20:30:00,2025-11-07 15:00:00
"ТОО ""Шёлковый Пион""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-05-26 21:11:00,2026-01-25 16:15:00
"ТОО ""Южная Магнолия""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-05-10 20:10:00,2026-02-16 19:10:00
"ТОО ""Янтарная Хризантема""",unsafe_action,СИЗ / Средства по обеспечению безопасности,7,0,0.0,2025-07-09 14:45:00,2025-12-22 15:10:00
"ТОО ""Янтарная Хризантема""",unsafe_condition,Проскальзывание / Спотыкание / Падение,7,0,0.0,2024-01-17 23:12:00,2025-10-30 13:50:00
"ТОО ""Алая Гвоздика""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2024-11-07 18:07:00,2026-01-16 16:00:00
"ТОО ""Алая Гвоздика""",unsafe_condition,Электрооборудование,6,0,0.0,2025-02-14 20:20:00,2026-02-19 22:01:00
"ТОО ""Ароматный Мирт""",unsafe_condition,Поддержание чистоты и порядка,6,0,0.0,2025-04-25 19:15:00,2025-11-05 21:12:00
"ТОО ""Белая Роза""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-04-21 15:36:00,2025-12-05 16:00:00
"ТОО ""Белая Роза""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2024-01-11 19:55:00,2026-02-23 13:48:00
"ТОО ""Белоснежная Азалия""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-04-18 14:22:00,2026-02-11 20:00:00
"ТОО ""Весенний Пион""",unsafe_action,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-06-25 15:45:00,2025-12-01 15:00:00
"ТОО ""Горная Эдельвейс""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-09-03 20:12:00,2026-01-16 16:40:00
"ТОО ""Грация Гортензии""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-06-26 15:20:00,2025-12-17 21:10:00
"ТОО ""Жемчужная Фрезия""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-07-01 14:45:00,2026-02-10 12:39:00
"ТОО ""Звёздный Амариллис""",good_practice,Прочее,6,0,0.0,2025-05-05 14:40:00,2025-11-30 13:35:00
"ТОО ""Золотая Лилия""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2024-04-09 15:45:00,2026-01-28 14:30:00
"ТОО ""Золотой Подсолнух""",other,Поддержание чистоты и порядка,6,0,0.0,2025-05-03 16:33:00,2025-12-04 16:00:00
"ТОО ""Изумрудный Папоротник""",unsafe_condition,Поддержание чистоты и порядка,6,0,0.0,2025-04-11 14:00:00,2025-11-04 15:00:00
"ТОО ""Кристальный Ирис""",unsafe_condition,Рабочее место / Эргономика,6,0,0.0,2025-01-23 19:13:00,2026-01-16 00:28:00
"ТОО ""Көктем Гүлі""",unsafe_action,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-05-15 15:30:00,2026-02-12 19:51:00
"ТОО ""Лавандовый Рассвет""",unsafe_action,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-06-13 14:25:00,2025-11-28 20:20:00
"ТОО ""Лазурный Дельфиниум""",good_practice,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-08-21 15:30:00,2025-12-23 19:00:00
"ТОО ""Лазурный Дельфиниум""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2025-06-13 22:40:00,2025-12-19 15:18:00
"ТОО ""Медовая Астра""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-10-08 15:55:00,2026-02-05 21:15:00
"ТОО ""Небесная Камелия""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2024-08-13 19:23:00,2026-02-18 23:24:00
"ТОО ""Ночная Лаванда""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-05-21 14:00:00,2025-11-21 16:40:00
"ТОО ""Огненная Георгина""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2024-08-07 10:46:00,2026-01-27 17:05:00
"ТОО ""Полевая Незабудка""",unsafe_action,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-05-16 19:45:00,2026-02-10 16:00:00
"ТОО ""Полевая Незабудка""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2024-06-07 17:30:00,2025-07-29 19:30:00
"ТОО ""Полевой Клевер""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2024-08-07 10:46:00,2025-11-18 14:07:00
"ТОО ""Пудровая Роза""",other,Рабочее место / Эргономика,6,0,0.0,2025-05-08 16:00:00,2025-11-12 15:00:00
"ТОО ""Розовый Флокс""",good_practice,Наряд-допуск / Оценка риска,6,0,0.0,2025-05-27 15:09:00,2026-02-03 01:07:00
"ТОО ""Садовый Гиацинт""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-08-19 15:00:00,2025-11-23 21:55:00
"ТОО ""Сакура Плюс""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2024-12-12 23:26:00,2026-02-21 19:30:00
"ТОО ""Серебряный Лотос""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2024-01-11 15:45:00,2026-01-08 13:10:00
"ТОО ""Серебряный Лотос""",unsafe_condition,Электрооборудование,6,0,0.0,2025-03-19 14:57:00,2025-12-19 16:35:00
"ТОО ""Степная Роза""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-06-02 14:43:00,2025-12-17 15:00:00
"ТОО ""Степной Шалфей""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-07-01 15:30:00,2025-12-17 21:10:00
"ТОО ""Степной Шалфей""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2024-01-10 20:00:00,2026-01-20 14:00:00
"ТОО ""Тайный Бутон""",unsafe_condition,Проскальзывание / Спотыкание / Падение,6,0,0.0,2025-05-19 02:40:00,2026-01-26 15:45:00
"ТОО ""Тайный Бутон""",unsafe_condition,Целостность объекта / Оборудования,6,0,0.0,2024-03-13 18:08:00,2025-08-30 01:56:00
"ТОО ""Тихая Камелия""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-07-24 14:10:00,2026-01-15 21:32:00
"ТОО ""Флора Капитал""",unsafe_action,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-08-30 20:32:00,2025-12-25 15:18:00
"ТОО ""Цветочный Бриз""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,6,0,0.0,2025-08-08 15:50:00,2026-01-15 16:00:00
"ТОО ""Цветочный Бриз""",unsafe_condition,Поддержание чистоты и порядка,6,0,0.0,2025-01-14 15:40:00,2025-11-23 23:44:00
"ТОО ""Цветущий Миндаль""",good_practice,Прочее,6,0,0.0,2025-07-27 04:14:00,2026-01-21 01:51:00
"ТОО ""Янтарная Хризантема""",unsafe_condition,Электрооборудование,6,0,0.0,2025-01-29 16:15:00,2025-09-02 19:10:00
"ТОО ""Ясный Василёк""",unsafe_condition,Рабочее место / Эргономика,6,0,0.0,2024-12-10 23:05:00,2026-02-06 12:00:00
"ТОО ""Алая Гвоздика""",good_practice,Поддержание чистоты и порядка,5,0,0.0,2025-06-05 16:40:00,2026-02-02 19:00:00
"ТОО ""Алая Гвоздика""",unsafe_action,СИЗ / Средства по обеспечению безопасности,5,0,0.0,2025-05-16 15:09:00,2025-12-23 02:00:00
"ТОО ""Алтын Бәйшешек""",unsafe_action,СИЗ / Средства по обеспечению безопасности,5,0,0.0,2025-05-31 14:00:00,2025-11-28 15:00:00
"ТОО ""Ароматный Мирт""",unsafe_behavior,Вождение,5,0,0.0,2025-05-06 14:30:00,2025-12-24 14:47:00
"ТОО ""Бархатный Тюльпан""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,5,0,0.0,2025-10-16 14:24:00,2026-02-04 16:00:00
"ТОО ""Бархатный Тюльпан""",unsafe_condition,Проскальзывание / Спотыкание / Падение,5,0,0.0,2024-06-14 19:54:00,2026-01-05 21:00:00
"ТОО ""Белая Роза""",good_practice,СИЗ / Средства по обеспечению безопасности,5,0,0.0,2025-10-24 19:50:00,2026-02-18 19:29:00
"ТОО ""Белая Роза""",unsafe_condition,Охрана окружающей среды,5,0,0.0,2025-05-04 14:00:00,2025-10-27 23:00:00
"ТОО ""Белоснежная Азалия""",other,Рабочее место / Эргономика,5,0,0.0,2025-06-23 14:43:00,2025-11-12 15:00:00
"ТОО ""Белоснежная Азалия""",unsafe_condition,Проскальзывание / Спотыкание / Падение,5,0,0.0,2024-05-10 20:23:00,2026-01-18 14:30:00
"ТОО ""Белый Лотос KZ""",unsafe_condition,Проскальзывание / Спотыкание / Падение,5,0,0.0,2024-02-14 23:46:00,2026-02-07 01:40:00
"ТОО ""Весенний Крокус""",unsafe_behavior,СИЗ / Средства по обеспечению безопасности,5,0,0.0,2025-01-05 19:35:00,2026-01-21 15:30:00
"ТОО ""Весенний Крокус""",unsafe_condition,Проскальзывание / Спотыкание / Падение,5,0,0.0,2024-06-07 01:45:00,2026-01-25 02:02:00
"ТОО ""Весенний Пион""",unsafe_condition,Рабочее место / Эргономика,5,0,0.0,2025-05-25 18:00:00,2025-10-24 22:08:00
"ТОО ""Гармония Лилий""",good_practice,Прочее,5,0,0.0,2025-07-04 16:29:00,2025-11-25 03:35:00
"ТОО ""Гармония Лилий""",unsafe_action,Выполнение требований инструкций,5,0,0.0,2025-04-23 15:20:00,2025-11-27 16:00:00
"ТОО ""Гармония Лилий""",unsafe_action,СИЗ / Средства по обеспечению безопасности,5,0,0.0,2025-07-25 15:30:00,2026-02-19 19:50:00
"ТОО ""Гармония Лилий""",unsafe_condition,Проскальзывание / Спотыкание / Падение,5,0,0.0,2024-03-12 14:55:00,2026-02-11 13:45:00
"ТОО ""Голубая Гортензия""",unsafe_action,СИЗ / Средства по обеспечению безопасности,5,0,0.0,2025-09-08 20:30:00,2026-01-19 23:11:00
"ТОО ""Голубая Гортензия""",unsafe_condition,Проскальзывание / Спотыкание / Падение,5,0,0.0,2024-01-05 19:00:00,2025-09-10 21:00:00
"ТОО ""Горная Эдельвейс""",unsafe_action,СИЗ / Средства по обеспечению безопасности,5,0,0.0,2025-05-27 15:15:00,2026-02-19 13:13:00
"ТОО ""Горная Эдельвейс""",unsafe_condition,Проскальзывание / Спотыкание / Падение,5,0,0.0,2024-04-12 21:52:00,2025-11-07 15:00:00
